genome_id	coverage	uniq_abundance	multi_abundance	total_abundance	total_abundance_pmkb
UMGS999	0.037105055899416525	0.00020064031459139935	0.0	0.00020064031459139935	0.023909385025627033
UMGS1812	0.007096397983980765	3.724806181636962e-05	0.0	3.724806181636962e-05	0.004438680497683558
UMGS287	6.975092578501496e-05	3.7299960312842227e-07	0.0	3.7299960312842227e-07	4.4448650032099855e-05
UMGS2053	0.0038203799323976192	1.914177836691918e-05	0.0	1.914177836691918e-05	0.0022810378361991833
UMGS1336	0.00897399714148157	4.829598192522877e-05	0.0	4.829598192522877e-05	0.0057552104091971815
UMGS145	0.0008739064851249382	5.070323577185717e-06	0.0	5.070323577185717e-06	0.0006042071796903196
UMGS1081	0.024485944786042834	0.00012410202066254637	0.0	0.00012410202066254637	0.014788667972943535
UMGS746	0.00013964408214563133	1.3780666001213618e-06	0.0	1.3780666001213618e-06	0.0001642178691772786
UMGS869	0.002924833505854377	1.6746228696965478e-05	0.0	1.6746228696965478e-05	0.0019955711814863522
13470_2_80	0.11230674705198376	0.0005705293383740541	0.0	0.0005705293383740541	0.06798736159969242
UMGS297	0.009213168814322218	4.6886355289171596e-05	0.0	4.6886355289171596e-05	0.005587231675449149
UMGS611	0.26908093502959474	0.0013614054003751287	0.0	0.0013614054003751287	0.16223243050543035
18048_1_65	0.06845571578438174	0.0003485600497837357	0.0	0.0003485600497837357	0.0415363006771736
UMGS593	0.0057421152417359385	3.6738281562971566e-05	0.0	3.6738281562971566e-05	0.004377932325603696
21673_4_5	0.047924455000147796	0.0002548772034812908	0.0	0.0002548772034812908	0.030372546039411433
UMGS932	0.003043952244731809	1.951698256297015e-05	0.0	1.951698256297015e-05	0.0023257491974472085
GCF_000173435.1	0.0016951520473722757	9.111388020173482e-06	0.0	9.111388020173482e-06	0.0010857622743258581
UMGS1234	0.6234836969504863	0.003290189847659975	0.0	0.003290189847659975	0.3920768168416918
UMGS1433	0.0335871028723266	0.0001841875686241474	0.0	0.0001841875686241474	0.02194878683347926
21673_4_47	0.2583764587315934	0.0013188684393182766	0.0	0.0013188684393182766	0.15716349616987796
UMGS1725	0.005040859495077077	2.5996885446309457e-05	0.0	2.5996885446309457e-05	0.0030979294707982725
GCF_000166035.1	1.43748595809657	0.007546605461609009	0.0	0.007546605461609009	0.8992943217097816
UMGS1987	0.06700492479645359	0.0004217616266948053	0.0	0.0004217616266948053	0.050259396483786925
GCF_000438455.1	6.689920211110037e-05	0.0	0.0	0.0	0.0
UMGS1273	0.003845499141146067	2.7940693513804422e-05	0.0	2.7940693513804422e-05	0.003329564152972208
12718_7_11	0.0	0.0	0.0	0.0	0.0
UMGS1690	0.0002866140592709361	1.4188814815392878e-06	0.0	1.4188814815392878e-06	0.00016908159118939682
GCF_000159175.1	0.0001917538834136389	9.539994199683526e-07	0.0	9.539994199683526e-07	0.00011368373047410464
UMGS2068	0.0	0.0	0.0	0.0	0.0
UMGS2074	0.001072549916962681	5.933886124274861e-06	0.0	5.933886124274861e-06	0.0007071139632752303
GCF_000155855.1	0.1351149116706722	0.0006921315604726836	0.0	0.0006921315604726836	0.08247814005590091
GCF_000413355.1	0.0010100207638710744	8.049368527039054e-06	0.0	8.049368527039054e-06	0.0009592062877197607
UMGS1651	0.013369413011022412	7.657501888769176e-05	0.0	7.657501888769176e-05	0.009125093397401236
UMGS727	0.003121893428364303	1.6009709889047707e-05	0.0	1.6009709889047707e-05	0.0019078036169618263
21673_4_91	0.0	0.0	0.0	0.0	0.0
UMGS1754	0.005346169872450412	2.911932753766273e-05	0.0	2.911932753766273e-05	0.0034700165577549727
UMGS464	0.0007444411149426475	4.227110431850995e-06	0.0	4.227110431850995e-06	0.0005037253408757483
UMGS722	0.009889675837646418	5.1757014437482974e-05	0.0	5.1757014437482974e-05	0.006167645761933846
UMGS523	0.006520735539583377	3.264592536603764e-05	0.0	3.264592536603764e-05	0.003890265028162675
UMGS833	0.014888791704100101	7.702099666224764e-05	0.0	7.702099666224764e-05	0.00917823852103426
UMGS605	0.5853940631650052	0.003036455383599557	0.0	0.003036455383599557	0.3618404458120398
UMGS1999	0.10179623817719406	0.0005565117085277597	0.0	0.0005565117085277597	0.06631694501454945
8080_1_85	0.008143933650335269	4.7655503932197976e-05	0.0	4.7655503932197976e-05	0.00567888758759974
UMGS12	0.0073554281777001825	4.082112363058588e-05	0.0	4.082112363058588e-05	0.004864465867938973
13414_6_51	0.10293717576407413	0.0005226949732050814	0.0	0.0005226949732050814	0.0622871599397692
UMGS1013	0.002363054362451154	1.2200817649995631e-05	0.0	1.2200817649995631e-05	0.0014539154178225967
UMGS1976	0.040409810464714875	0.00021369980109480052	0.0	0.00021369980109480052	0.025465624068028256
21673_4_57	0.018431432815941805	9.605040725372676e-05	0.0	9.605040725372676e-05	0.011445886005384459
UMGS1541	0.06778408288511963	0.000370282836880947	0.0	0.000370282836880947	0.04412490547274848
GCF_000163075.1	9.817319106279622e-05	5.494768156499788e-07	0.0	5.494768156499788e-07	6.547862913186437e-05
20287_6_19	0.7740564100411615	0.003918638865820894	0.0	0.003918638865820894	0.4669662007363819
11861_6_58	0.10797583338718754	0.0005476240389839863	0.0	0.0005476240389839863	0.06525784224382582
UMGS989	0.001838776709045317	9.221004145654982e-06	0.0	9.221004145654982e-06	0.0010988247246838132
GCF_000345685.2	0.0	0.0	0.0	0.0	0.0
UMGS380	0.0	0.0	0.0	0.0	0.0
13414_6_30	0.0921643028719104	0.0004692133419620872	0.0	0.0004692133419620872	0.055913999511908875
GCF_000163715.1	0.0008763747666929517	4.622229782135821e-06	0.0	4.622229782135821e-06	0.000550809899610987
UMGS32	0.011589424836889576	5.985703619460467e-05	0.0	5.985703619460467e-05	0.007132888162502135
UMGS1844	0.03646202386924515	0.00018518792226976055	0.0	0.00018518792226976055	0.02206799438418243
14207_7_36	0.08632194042635712	0.00043808014588652967	0.0	0.00043808014588652967	0.05220399948741353
UMGS556	0.03606332854140929	0.00019635855519464546	0.0	0.00019635855519464546	0.02339914741853113
GCF_000320405.1	0.019983560892934477	0.00010158366399613251	0.0	0.00010158366399613251	0.012105258804760528
UMGS1114	0.00010995699895933554	1.1220101934626075e-06	0.0	1.1220101934626075e-06	0.00013370480290966267
UMGS1276	0.006618772826285002	3.603255711500233e-05	0.0	3.603255711500233e-05	0.0042938343835582145
UMGS1603	0.10303717974182226	0.000570707891801293	0.0	0.000570707891801293	0.06800863899176686
20287_6_51	0.05996138473564565	0.00030245861565105945	0.0	0.00030245861565105945	0.03604260445188374
UMGS650	0.03144007035827203	0.00016529406098438884	0.0	0.00016529406098438884	0.019697334279870783
UMGS976	0.02883782246873993	0.00015917250834051108	0.0	0.00015917250834051108	0.01896785695914796
UMGS1182	0.001492138793652109	8.91945673027678e-06	0.0	8.91945673027678e-06	0.0010628907037845599
UMGS2027	0.009351586924150406	4.872648459853275e-05	0.0	4.872648459853275e-05	0.005806511436069813
GCF_000344965.2	0.0	0.0	0.0	0.0	0.0
GCF_000187265.1	0.00017453870682894175	1.1482809659798799e-06	0.0	1.1482809659798799e-06	0.00013683537024512202
14207_6_12	0.004542757868583166	2.5595577084279836e-05	0.0	2.5595577084279836e-05	0.0030501073959510014
UMGS2052	0.002749027020264353	1.3525348193182549e-05	0.0	1.3525348193182549e-05	0.0016117536409122671
12718_7_57	0.00015710164011011586	1.0335634217770779e-06	0.0	1.0335634217770779e-06	0.00012316500724192947
GCF_000577295.1	0.11245339901669284	0.0005743335517672092	0.0	0.0005743335517672092	0.06844069224224959
UMGS1476	0.07589188717939635	0.0003820987095143941	0.0	0.0003820987095143941	0.0455329487604705
UMGS394	0.015834920493342168	8.192314833082798e-05	0.0	8.192314833082798e-05	0.009762405426557699
18048_1_94	0.3268818703313475	0.0016488959630489484	0.0	0.0016488959630489484	0.19649136081163893
21673_4_62	0.5018624954012773	0.0025580553914260552	0.0	0.0025580553914260552	0.30483171537605025
UMGS525	0.0007395786018230306	3.9013189244621055e-06	0.0	3.9013189244621055e-06	0.00046490226285125704
GCF_000147495.1	3.5023658307802476e-05	3.4676889413665816e-07	0.0	3.4676889413665816e-07	4.132285688301879e-05
GCF_000162155.1	0.1730052627125589	0.0008804500122256963	0.0	0.0008804500122256963	0.1049191852643984
UMGS1183	0.004047289646593519	2.1430052309262566e-05	0.0	2.1430052309262566e-05	0.002553720935022149
UMGS1950	0.0923707194603067	0.0004877240500651958	0.0	0.0004877240500651958	0.058119835602405065
GCF_000345585.2	0.0	0.0	0.0	0.0	0.0
UMGS846	0.0012726713936971632	6.918671382044664e-06	0.0	6.918671382044664e-06	0.0008244663006832426
UMGS1033	0.00011914932150418869	7.943288100279246e-07	0.0	7.943288100279246e-07	9.465651703438821e-05
UMGS536	0.0033078467890073518	1.7134549710623818e-05	0.0	1.7134549710623818e-05	0.0020418456136611957
UMGS1016	0.0525901733988069	0.00026989400349891363	0.0	0.00026989400349891363	0.032162029146061116
GCF_000312145.1	0.3626517662619732	0.0018949081406378768	0.0	0.0018949081406378768	0.22580750242029435
GCF_000479245.1	0.0	0.0	0.0	0.0	0.0
GCF_001403595.1	0.009038414199011725	4.881062813881086e-05	0.0	4.881062813881086e-05	0.005816538435409531
13414_6_15	0.09496010614674844	0.0004911513934763185	0.0	0.0004911513934763185	0.05852825637964746
18391_1_5	0.004118775112097098	2.1298013981928854e-05	0.0	2.1298013981928854e-05	0.0025379865338237126
20287_6_21	0.05006000975891882	0.0002529451022857541	0.0	0.0002529451022857541	0.03014230641141525
UMGS2033	0.08137844901746545	0.0004177095073053304	0.0	0.0004177095073053304	0.04977652402193863
13414_6_53	0.47433574709871384	0.0025314387799173226	0.0	0.0025314387799173226	0.30165993599594004
UMGS327	0.00877168644642067	4.6085094716626046e-05	0.0	4.6085094716626046e-05	0.005491749132103559
UMGS1373	0.0001247235431551665	1.0940661680277762e-06	0.0	1.0940661680277762e-06	0.00013037484170696058
UMGS1377	0.008679478219217981	4.617363946922702e-05	0.0	4.617363946922702e-05	0.005502300603707095
UMGS684	0.0045584384165156385	2.334395837135569e-05	0.0	2.334395837135569e-05	0.002781792332511015
GCF_000479205.1	0.0	0.0	0.0	0.0	0.0
UMGS61	0.0021066436187340064	1.3036161007017365e-05	0.0	1.3036161007017365e-05	0.0015534594500989925
UMGS1450	0.026777784213022605	0.00014087968405382856	0.0	0.00014087968405382856	0.016787985082615416
18048_1_85	0.14006019577747095	0.0007233259226008906	0.0	0.0007233259226008906	0.08619542895803918
UMGS1099	0.08929562164154493	0.00048546043570195347	0.0	0.00048546043570195347	0.05785009107239614
14207_7_20	1.324660657667098	0.006702587647186047	0.0	0.006702587647186047	0.7987165941747
GCF_000269965.1	0.0021159734432253854	1.1311585396460463e-05	0.0	1.1311585396460463e-05	0.0013479496931860697
UMGS1532	0.03403102709434031	0.00019286060927928506	0.0	0.00019286060927928506	0.02298231326503865
UMGS41	0.03977083758006201	0.00021124199564863687	0.0	0.00021124199564863687	0.025172738678319397
13414_6_54	1.391786443030091	0.0072641987592509125	0.0	0.0072641987592509125	0.865641211694239
UMGS1474	0.004507579547012054	2.8205425401717973e-05	0.0	2.8205425401717973e-05	0.003361111036506439
GCF_000164555.1	0.03449718665753442	0.000178368082430801	0.0	0.000178368082430801	0.021255305384691676
UMGS667	0.0006906968528339726	3.702050512892655e-06	0.0	3.702050512892655e-06	0.0004411563612094973
UMGS1095	0.0030397354214289187	1.5077087690287438e-05	0.0	1.5077087690287438e-05	0.0017966673117829966
UMGS1349	0.002840078561776983	1.7078647170218858e-05	0.0	1.7078647170218858e-05	0.002035183964604401
UMGS893	0.0365427129167547	0.00020134233128653702	0.0	0.00020134233128653702	0.023993041131792174
UMGS1472	0.0009894428509146678	5.668683000031951e-06	0.0	5.668683000031951e-06	0.0006755109246713686
UMGS172	0.036786316914534864	0.000194151360986406	0.0	0.000194151360986406	0.02313612621933394
UMGS337	0.19589425390553683	0.001002518730151667	0.0	0.001002518730151667	0.11946555388637922
UMGS618	2.550062187761282	0.012902252011074354	0.0	0.012902252011074354	1.537502129911787
GCF_000612625.1	2.0155601241585035e-05	2.0995417959984413e-07	0.0	2.0995417959984413e-07	2.5019275552947646e-05
UMGS1023	0.0016696989518288745	9.32214054991307e-06	0.0	9.32214054991307e-06	0.0011108766855992382
20427_4_28	0.006060151616265381	3.359252566303997e-05	0.0	3.359252566303997e-05	0.004003067039126886
UMGS138	0.17738268434384202	0.000904886730515773	0.0	0.000904886730515773	0.1078311967788843
13470_2_71	0.018092696036616125	9.062307953367637e-05	0.0	9.062307953367637e-05	0.010799136281216586
20298_2_18	3.1422339687462435e-05	4.987672966263879e-07	0.0	4.987672966263879e-07	5.9435808588702365e-05
UMGS837	0.002125989123640188	1.2800737322469774e-05	0.0	1.2800737322469774e-05	0.0015254050905877288
GCF_900065875.1	0.012340364078384241	6.639020053262736e-05	0.0	6.639020053262736e-05	0.007911415358851417
UMGS2001	0.022695496244704905	0.00012041199961883971	0.0	0.00012041199961883971	0.014348945108342176
UMGS288	0.2192082969384318	0.0011204565100592168	0.0	0.0011204565100592168	0.13351965759240553
UMGS1675	0.00013111406444452284	8.711897969735738e-07	0.0	8.711897969735738e-07	0.00010381568793219939
GCF_000169235.1	0.1340125064696483	0.0006817259467971279	0.0	0.0006817259467971279	0.08123815085281651
UMGS1256	0.0	0.0	0.0	0.0	0.0
GCF_001517625.2	0.03142241385625397	0.00016291822882099653	0.0	0.00016291822882099653	0.01941421726987956
UMGS515	0.002034899302696144	1.0232970631374288e-05	0.0	1.0232970631374288e-05	0.0012194161242206774
GCF_000582785.1	0.0	0.0	0.0	0.0	0.0
14672_4_1	0.013255848308152086	6.75257954479297e-05	0.0	6.75257954479297e-05	0.008046738990686829
UMGS440	0.005200025701406025	2.9026807242836577e-05	0.0	2.9026807242836577e-05	0.0034589913390386446
UMGS1654	0.005483331546581274	3.0768842110172536e-05	0.0	3.0768842110172536e-05	0.003666581635415641
GCF_000169475.1	0.07486483808412035	0.0003906438513143252	0.0	0.0003906438513143252	0.046551234072717974
UMGS709	0.14926136035401094	0.0008013772226779587	0.0	0.0008013772226779587	0.09549644400625507
13470_2_78	0.0016709975170970531	9.732248158172037e-06	0.0	9.732248158172037e-06	0.0011597473262168587
UMGS874	0.020058122041658896	0.00010904947754328815	0.0	0.00010904947754328815	0.01299492552499073
13470_2_83	0.006162301438716515	3.25779066791055e-05	0.0	3.25779066791055e-05	0.0038821595535569863
20298_2_1	0.00010865916215677084	1.0811856931021975e-06	0.0	1.0811856931021975e-06	0.0001288399346523352
UMGS753	0.0034347194591728024	1.7550700178068455e-05	0.0	1.7550700178068455e-05	0.002091436354061456
UMGS695	1.7417198318642784	0.008827591348616378	0.0	0.008827591348616378	1.0519435280630816
13414_6_11	0.02046741639612712	0.00010268068792852141	0.0	0.00010268068792852141	0.01223598610966547
UMGS271	0.00010911070745844914	9.153582840473922e-07	0.0	9.153582840473922e-07	0.00010907904373184496
UMGS272	0.06159478194857862	0.00031321436419624486	0.0	0.00031321436419624486	0.037324317619695374
UMGS1692	0.08644429563907258	0.00046133991018471114	0.0	0.00046133991018471114	0.05497575879881163
UMGS1034	0.6580717963123466	0.0034733960024758252	0.0	0.0034733960024758252	0.4139086530979163
UMGS1211	0.01926391245454886	0.00010300174671999772	0.0	0.00010300174671999772	0.012274245211665495
UMGS653	0.005991690951613499	3.3535583684403914e-05	0.0	3.3535583684403914e-05	0.003996281524988796
UMGS740	0.2659583859807876	0.001453109149109414	0.0	0.001453109149109414	0.1731603451732604
GCF_000020425.1	0.002830820108248245	1.4826592411326387e-05	0.0	1.4826592411326387e-05	0.0017668169395685265
GCF_000157995.1	0.05074673468054167	0.0002629087831111873	0.0	0.0002629087831111873	0.03132963250593858
13414_6_49	0.02658073288383242	0.00013538449379188916	0.0	0.00013538449379188916	0.016133148490929682
UMGS96	0.035289409656319444	0.0001829815731605207	0.0	0.0001829815731605207	0.02180507389155265
GCF_001282625.1	4.9916522581385176e-05	7.080357812962436e-07	0.0	7.080357812962436e-07	8.437337302529436e-05
20287_6_3	3.021459843751636e-05	1.4957721998770475e-07	0.0	1.4957721998770475e-07	1.782443050406905e-05
UMGS1181	0.003933834239048547	2.260102658885217e-05	0.0	2.260102658885217e-05	0.0026932605632510524
GCF_000345865.2	0.0	0.0	0.0	0.0	0.0
GCF_000156075.1	0.8252220493739285	0.004192434466712311	0.0	0.004192434466712311	0.4995931653290522
20298_3_25	0.003355464628017384	1.7388401240836313e-05	0.0	1.7388401240836313e-05	0.0020720959349266677
UMGS1042	0.0018395614758929624	1.2377696569609808e-05	0.0	1.2377696569609808e-05	0.001474993266512102
UMGS4	0.019824742855746758	0.00011605085063237533	0.0	0.00011605085063237533	0.013829247008367357
UMGS245	0.25901876131421464	0.0013934976472796572	0.0	0.0013934976472796572	0.1660567162136165
UMGS609	0.00023555285537870952	1.7491548666735855e-06	0.0	1.7491548666735855e-06	0.00020843875400572556
20427_4_25	0.27045259188380627	0.0013944096309226185	0.0	0.0013944096309226185	0.1661653931168652
UMGS9	0.000869577128802434	4.566040933034951e-06	0.0	4.566040933034951e-06	0.0005441141324615212
UMGS321	0.0037905770401299365	2.0182162362744097e-05	0.0	2.0182162362744097e-05	0.0024050156199329044
UMGS500	0.002421617808185284	1.2688592130915819e-05	0.0	1.2688592130915819e-05	0.0015120412630384315
GCF_001435665.1	0.0	0.0	0.0	0.0	0.0
UMGS1727	0.0	0.0	0.0	0.0	0.0
UMGS1730	0.08948402618779239	0.00046767265540968733	0.0	0.00046767265540968733	0.05573040296970771
GCF_900086585.1	0.023494030439246576	0.00012270775688933262	0.0	0.00012270775688933262	0.014622519961020115
UMGS110	0.00019318262963000744	1.2751328688449337e-06	0.0	1.2751328688449337e-06	0.00015195172905372223
21673_4_43	0.00022802476479245513	1.3029986559568863e-06	0.0	1.3029986559568863e-06	0.00015527236695472754
UMGS1368	0.00879725358263013	4.798614531628907e-05	0.0	4.798614531628907e-05	0.005718288603162037
UMGS190	0.26672349760922304	0.0013716974038898663	0.0	0.0013716974038898663	0.16345888130730485
GCF_000158475.2	0.007499640329112927	4.42053604223782e-05	0.0	4.42053604223782e-05	0.005267749827285018
UMGS980	0.013740571095006988	7.076720449742085e-05	0.0	7.076720449742085e-05	0.008433002823793667
12718_7_29	0.0903929801521674	0.0004671406989196626	0.0	0.0004671406989196626	0.05566701215733392
UMGS1012	0.12283799389499657	0.0006710902010969722	0.0	0.0006710902010969722	0.07997073787303954
UMGS935	0.0006690928916414206	3.742350586160433e-06	0.0	3.742350586160433e-06	0.0004459587358981661
UMGS1695	0.007314010210585436	3.932002568908345e-05	0.0	3.932002568908345e-05	0.004685586918722572
UMGS200	0.09360208135286358	0.0004991868975475125	0.0	0.0004991868975475125	0.059485810503824496
UMGS814	0.6308958085435075	0.0032601833453100317	0.0	0.0032601833453100317	0.38850107973512765
GCF_000155875.1	0.09280939111070673	0.00047282490519598484	0.0	0.00047282490519598484	0.0563443729195638
UMGS1067	0.014444106306957742	7.413014131545887e-05	0.0	7.413014131545887e-05	0.008833748563068813
UMGS701	0.0039364005203967765	2.056904256249132e-05	0.0	2.056904256249132e-05	0.002451118356929632
14207_6_11	0.0007032829639469802	4.273420787872276e-06	0.0	4.273420787872276e-06	0.0005092439333632132
UMGS324	0.004591972245850656	2.3919117504159685e-05	0.0	2.3919117504159685e-05	0.002850331405454663
UMGS50	0.37041397959555783	0.0019586749735617448	0.0	0.0019586749735617448	0.23340630310671903
UMGS1688	0.00445877728807935	2.4792174826788516e-05	0.0	2.4792174826788516e-05	0.00295436963784423
UMGS871	0.008678200718445899	4.7692903486732786e-05	0.0	4.7692903486732786e-05	0.005683344320789083
GCF_000154445.1	0.01059935617927931	5.484049826125341e-05	0.0	5.484049826125341e-05	0.006535090371024288
GCF_000173415.1	0.0	0.0	0.0	0.0	0.0
UMGS1200	0.005972183656117689	3.058736827717126e-05	0.0	3.058736827717126e-05	0.003644956231995895
17138_5_73	0.0	0.0	0.0	0.0	0.0
UMGS737	0.37072562433348083	0.0019703385792093162	0.0	0.0019703385792093162	0.2347962014368865
12718_7_75	0.008500794891271974	4.4512463670772794e-05	0.0	4.4512463670772794e-05	0.005304345911294555
UMGS142	0.0	0.0	0.0	0.0	0.0
UMGS1359	0.16600956724684546	0.0008446481176025392	0.0	0.0008446481176025392	0.10065283787087868
UMGS2071	0.0	0.0	0.0	0.0	0.0
GCF_000155955.1	0.0020930860640979475	1.7073746166167906e-05	0.0	1.7073746166167906e-05	0.002034599934455201
UMGS127	0.004465896160421156	2.354978799838577e-05	0.0	2.354978799838577e-05	0.002806320104072605
UMGS1197	0.0017667047573224274	9.021471101220905e-06	0.0	9.021471101220905e-06	0.0010750472879586697
UMGS141	0.08507278518163118	0.0005203043094340007	0.0	0.0005203043094340007	0.06200227551519088
GCF_000158655.1	0.02703610227968249	0.0001408684337701309	0.0	0.0001408684337701309	0.016786644437964203
13470_2_70	0.008338760169814998	4.211301678892841e-05	0.0	4.211301678892841e-05	0.0050184148437352315
UMGS1137	0.021313335310865242	0.00011747371222475112	0.0	0.00011747371222475112	0.013998802891089979
20287_6_7	0.005465938022868251	2.8108213663846475e-05	0.0	2.8108213663846475e-05	0.003349526760063725
11861_6_64	0.0017166147375117155	9.354848705785916e-06	0.0	9.354848705785916e-06	0.0011147743663511582
UMGS309	0.0012484224170276632	5.847411789356736e-06	0.0	5.847411789356736e-06	0.0006968092138403871
UMGS534	0.26584181614015373	0.0013750181619788715	0.0	0.0013750181619788715	0.1638546008011099
UMGS241	0.005490316708982938	2.9065313999247936e-05	0.0	2.9065313999247936e-05	0.0034635800123917642
21673_4_80	0.00029442015693369156	2.367413542595473e-06	0.0	2.367413542595473e-06	0.00028211380160597703
GCF_000160835.1	4.298934906309273e-05	4.342358491221488e-07	0.0	4.342358491221488e-07	5.1745892293555016e-05
20298_3_30	0.07210160027043801	0.0003785893700451744	0.0	0.0003785893700451744	0.04511475688947948
20287_6_41	0.014371407716976313	7.338881679591253e-05	0.0	7.338881679591253e-05	0.008745408323955515
UMGS916	0.002481286263904571	1.3382886361450943e-05	0.0	1.3382886361450943e-05	0.001594777118555513
UMGS713	0.0012358279113522954	6.223220703410636e-06	0.0	6.223220703410636e-06	0.0007415926365561859
UMGS455	0.008842996106115953	4.5678000548136005e-05	0.0	4.5678000548136005e-05	0.005443237589266629
UMGS1241	0.003596888122131441	2.1909342894987892e-05	0.0	2.1909342894987892e-05	0.002610835793402442
UMGS1674	0.01991036058863082	0.0001060844771593022	0.0	0.0001060844771593022	0.012641600043388388
UMGS244	0.007248403209779447	3.8251678075036465e-05	0.0	3.8251678075036465e-05	0.004558276839003656
UMGS797	0.17383266391960092	0.0009010055221627336	0.0	0.0009010055221627336	0.10736869100048936
12718_7_90	0.8086476785346068	0.004124238468900226	0.0	0.004124238468900226	0.491466561399944
13470_2_73	0.00645961035411705	3.396712606879319e-05	0.0	3.396712606879319e-05	0.004047706449457504
14207_7_64	0.02828820485547578	0.00016619444520855683	0.0	0.00016619444520855683	0.019804628933642005
UMGS1212	0.010014626880209042	5.2058930709563226e-05	0.0	5.2058930709563226e-05	0.006203623737792633
GCF_000185605.1	3.849166496056563	0.019576664549575153	0.0	0.019576664549575153	2.3328612257538794
GCF_000527215.1	3.412302227946181e-05	1.6892585286862282e-07	0.0	1.6892585286862282e-07	2.0130118242904006e-05
UMGS1341	0.006779086048943904	3.523171901596802e-05	0.0	3.523171901596802e-05	0.004198402184441123
GCF_001405715.1	0.01425123951635406	7.34144608819727e-05	0.0	7.34144608819727e-05	0.008748464211943387
UMGS857	2.4189520915821385e-05	3.061964672888783e-07	0.0	3.061964672888783e-07	3.64880270687655e-05
UMGS247	0.003370899773944992	2.266019783134093e-05	0.0	2.266019783134093e-05	0.0027003117285265333
14207_6_14	0.00393461919619867	2.2070565222847795e-05	0.0	2.2070565222847795e-05	0.0026300479179417217
13414_6_20	0.12739360069470246	0.0006504136974092559	0.0	0.0006504136974092559	0.07750681386723755
20298_3_20	0.0012169714821932602	7.429051398356415e-06	0.0	7.429051398356415e-06	0.000885285943755645
UMGS135	0.002057145995577749	1.1278750392917337e-05	0.0	1.1278750392917337e-05	0.0013440368965797187
UMGS1428	0.020559475769046556	0.0001215929012580013	0.0	0.0001215929012580013	0.0144896677344286
UMGS1801	0.0007388198785271746	3.6472067346193383e-06	0.0	3.6472067346193383e-06	0.000434620879974496
11861_6_63	0.4137158373301606	0.002133736850046626	0.0	0.002133736850046626	0.25426762310967926
UMGS1983	0.013740217358889263	7.24245612988706e-05	0.0	7.24245612988706e-05	0.008630502423868569
UMGS992	0.0009697971904698308	8.866717170009881e-06	0.0	8.866717170009881e-06	0.0010566059725476123
UMGS1345	0.005631161134743328	2.977133860694653e-05	0.0	2.977133860694653e-05	0.0035477137230939732
UMGS412	0.01736968561206804	8.918429764329545e-05	0.0	8.918429764329545e-05	0.010627683249680659
UMGS910	0.015497969124477068	8.610342510361543e-05	0.0	8.610342510361543e-05	0.010260549815325247
20298_3_73	0.014902397195748403	7.696939424284966e-05	0.0	7.696939424284966e-05	0.00917208929765334
UMGS503	0.10063015114044405	0.0005280119094438228	0.0	0.0005280119094438228	0.06292075481798529
UMGS467	0.00391534401794969	2.133174056337127e-05	0.0	2.133174056337127e-05	0.002542005575674535
UMGS498	0.0018890391310515523	9.552663115304943e-06	0.0	9.552663115304943e-06	0.001138347001244795
UMGS789	0.004713867296970766	2.4431629283080187e-05	0.0	2.4431629283080187e-05	0.002911405080888905
